# data from ifeffit
#------------------------
#   r         pdf       fit
  2.3552000        0.0000000       0.96399366E-23
  2.3554000        0.0000000       0.11078752E-22
  2.3556000        0.0000000       0.12730169E-22
  2.3558000        0.0000000       0.14625278E-22
  2.3560000        0.0000000       0.16799668E-22
  2.3562000        0.0000000       0.19294073E-22
  2.3564000        0.0000000       0.22155102E-22
  2.3566000        0.0000000       0.25436084E-22
  2.3568000        0.0000000       0.29198017E-22
  2.3570000        0.0000000       0.33510670E-22
  2.3572000        0.0000000       0.38453821E-22
  2.3574000        0.0000000       0.44118681E-22
  2.3576000        0.0000000       0.50609515E-22
  2.3578000        0.0000000       0.58045488E-22
  2.3580000        0.0000000       0.66562771E-22
  2.3582000        0.0000000       0.76316940E-22
  2.3584000        0.0000000       0.87485714E-22
  2.3586000        0.0000000       0.10027207E-21
  2.3588000        0.0000000       0.11490778E-21
  2.3590000        0.0000000       0.13165748E-21
  2.3592000        0.0000000       0.15082323E-21
  2.3594000        0.0000000       0.17274982E-21
  2.3596000        0.0000000       0.19783067E-21
  2.3598000        0.0000000       0.22651462E-21
  2.3600000        0.0000000       0.25931373E-21
  2.3602000        0.0000000       0.29681197E-21
  2.3604000        0.0000000       0.33967528E-21
  2.3606000        0.0000000       0.38866292E-21
  2.3608000        0.0000000       0.44464040E-21
  2.3610000        0.0000000       0.50859414E-21
  2.3612000        0.0000000       0.58164825E-21
  2.3614000        0.0000000       0.66508344E-21
  2.3616000        0.0000000       0.76035862E-21
  2.3618000        0.0000000       0.86913541E-21
  2.3620000        0.0000000       0.99330599E-21
  2.3622000        0.0000000       0.11350247E-20
  2.3624000        0.0000000       0.12967438E-20
  2.3626000        0.0000000       0.14812545E-20
  2.3628000        0.0000000       0.16917330E-20
  2.3630000        0.0000000       0.19317931E-20
  2.3632000        0.0000000       0.22055455E-20
  2.3634000        0.0000000       0.25176658E-20
  2.3636000        0.0000000       0.28734706E-20
  2.3638000        0.0000000       0.32790050E-20
  2.3640000        0.0000000       0.37411406E-20
  2.3642000        0.0000000       0.42676875E-20
  2.3644000        0.0000000       0.48675210E-20
  2.3646000        0.0000000       0.55507247E-20
  2.3648000        0.0000000       0.63287534E-20
  2.3650000        0.0000000       0.72146173E-20
  2.3652000        0.0000000       0.82230902E-20
  2.3654000        0.0000000       0.93709462E-20
  2.3656000        0.0000000       0.10677227E-19
  2.3658000        0.0000000       0.12163544E-19
  2.3660000        0.0000000       0.13854422E-19
  2.3662000        0.0000000       0.15777688E-19
  2.3664000        0.0000000       0.17964905E-19
  2.3666000        0.0000000       0.20451874E-19
  2.3668000        0.0000000       0.23279194E-19
  2.3670000        0.0000000       0.26492894E-19
  2.3672000        0.0000000       0.30145154E-19
  2.3674000        0.0000000       0.34295113E-19
  2.3676000        0.0000000       0.39009790E-19
  2.3678000        0.0000000       0.44365115E-19
  2.3680000        0.0000000       0.50447105E-19
  2.3682000        0.0000000       0.57353182E-19
  2.3684000        0.0000000       0.65193669E-19
  2.3686000        0.0000000       0.74093475E-19
  2.3688000        0.0000000       0.84193999E-19
  2.3690000        0.0000000       0.95655280E-19
  2.3692000        0.0000000       0.10865842E-18
  2.3694000        0.0000000       0.12340833E-18
  2.3696000        0.0000000       0.14013679E-18
  2.3698000        0.0000000       0.15910599E-18
  2.3700000        0.0000000       0.18061237E-18
  2.3702000        0.0000000       0.20499115E-18
  2.3704000        0.0000000       0.23262124E-18
  2.3706000        0.0000000       0.26393090E-18
  2.3708000        0.0000000       0.29940411E-18
  2.3710000        0.0000000       0.33958767E-18
  2.3712000        0.0000000       0.38509927E-18
  2.3714000        0.0000000       0.43663658E-18
  2.3716000        0.0000000       0.49498743E-18
  2.3718000        0.0000000       0.56104133E-18
  2.3720000        0.0000000       0.63580242E-18
  2.3722000        0.0000000       0.72040403E-18
  2.3724000        0.0000000       0.81612508E-18
  2.3726000        0.0000000       0.92440853E-18
  2.3728000        0.0000000       0.10468822E-17
  2.3730000        0.0000000       0.11853819E-17
  2.3732000        0.0000000       0.13419781E-17
  2.3734000        0.0000000       0.15190049E-17
  2.3736000        0.0000000       0.17190938E-17
  2.3738000        0.0000000       0.19452105E-17
  2.3740000        0.0000000       0.22006971E-17
  2.3742000        0.0000000       0.24893191E-17
  2.3744000        0.0000000       0.28153183E-17
  2.3746000        0.0000000       0.31834723E-17
  2.3748000        0.0000000       0.35991610E-17
  2.3750000        0.0000000       0.40684419E-17
  2.3752000        0.0000000       0.45981336E-17
  2.3754000        0.0000000       0.51959108E-17
  2.3756000        0.0000000       0.58704099E-17
  2.3758000        0.0000000       0.66313477E-17
  2.3760000        0.0000000       0.74896549E-17
  2.3762000        0.0000000       0.84576254E-17
  2.3764000        0.0000000       0.95490842E-17
  2.3766000        0.0000000       0.10779575E-16
  2.3768000        0.0000000       0.12166571E-16
  2.3770000        0.0000000       0.13729710E-16
  2.3772000        0.0000000       0.15491061E-16
  2.3774000        0.0000000       0.17475420E-16
  2.3776000        0.0000000       0.19710639E-16
  2.3778000        0.0000000       0.22228001E-16
  2.3780000        0.0000000       0.25062637E-16
  2.3782000        0.0000000       0.28253987E-16
  2.3784000        0.0000000       0.31846328E-16
  2.3786000        0.0000000       0.35889352E-16
  2.3788000        0.0000000       0.40438823E-16
  2.3790000        0.0000000       0.45557305E-16
  2.3792000        0.0000000       0.51314982E-16
  2.3794000        0.0000000       0.57790569E-16
  2.3796000        0.0000000       0.65072335E-16
  2.3798000        0.0000000       0.73259247E-16
  2.3800000        0.0000000       0.82462243E-16
  2.3802000        0.0000000       0.92805661E-16
  2.3804000        0.0000000       0.10442883E-15
  2.3806000        0.0000000       0.11748787E-15
  2.3808000        0.0000000       0.13215763E-15
  2.3810000        0.0000000       0.14863398E-15
  2.3812000        0.0000000       0.16713624E-15
  2.3814000        0.0000000       0.18790994E-15
  2.3816000        0.0000000       0.21122996E-15
  2.3818000        0.0000000       0.23740394E-15
  2.3820000        0.0000000       0.26677612E-15
  2.3822000        0.0000000       0.29973166E-15
  2.3824000        0.0000000       0.33670140E-15
  2.3826000        0.0000000       0.37816720E-15
  2.3828000        0.0000000       0.42466790E-15
  2.3830000        0.0000000       0.47680592E-15
  2.3832000        0.0000000       0.53525469E-15
  2.3834000        0.0000000       0.60076684E-15
  2.3836000        0.0000000       0.67418341E-15
  2.3838000        0.0000000       0.75644404E-15
  2.3840000        0.0000000       0.84859835E-15
  2.3842000        0.0000000       0.95181862E-15
  2.3844000        0.0000000       0.10674139E-14
  2.3846000        0.0000000       0.11968456E-14
  2.3848000        0.0000000       0.13417452E-14
  2.3850000        0.0000000       0.15039333E-14
  2.3852000        0.0000000       0.16854418E-14
  2.3854000        0.0000000       0.18885374E-14
  2.3856000        0.0000000       0.21157485E-14
  2.3858000        0.0000000       0.23698951E-14
  2.3860000        0.0000000       0.26541218E-14
  2.3862000        0.0000000       0.29719342E-14
  2.3864000        0.0000000       0.33272404E-14
  2.3866000        0.0000000       0.37243956E-14
  2.3868000        0.0000000       0.41682529E-14
  2.3870000        0.0000000       0.46642192E-14
  2.3872000        0.0000000       0.52183173E-14
  2.3874000        0.0000000       0.58372547E-14
  2.3876000        0.0000000       0.65285004E-14
  2.3878000        0.0000000       0.73003699E-14
  2.3880000        0.0000000       0.81621191E-14
  2.3882000        0.0000000       0.91240493E-14
  2.3884000        0.0000000       0.10197623E-13
  2.3886000        0.0000000       0.11395593E-13
  2.3888000        0.0000000       0.12732143E-13
  2.3890000        0.0000000       0.14223051E-13
  2.3892000        0.0000000       0.15885856E-13
  2.3894000        0.0000000       0.17740062E-13
  2.3896000        0.0000000       0.19807345E-13
  2.3898000        0.0000000       0.22111797E-13
  2.3900000        0.0000000       0.24680187E-13
  2.3902000        0.0000000       0.27542254E-13
  2.3904000        0.0000000       0.30731033E-13
  2.3906000        0.0000000       0.34283209E-13
  2.3908000        0.0000000       0.38239518E-13
  2.3910000        0.0000000       0.42645183E-13
  2.3912000        0.0000000       0.47550402E-13
  2.3914000        0.0000000       0.53010883E-13
  2.3916000        0.0000000       0.59088439E-13
  2.3918000        0.0000000       0.65851645E-13
  2.3920000        0.0000000       0.73376565E-13
  2.3922000        0.0000000       0.81747553E-13
  2.3924000        0.0000000       0.91058140E-13
  2.3926000        0.0000000       0.10141202E-12
  2.3928000        0.0000000       0.11292412E-12
  2.3930000        0.0000000       0.12572181E-12
  2.3932000        0.0000000       0.13994622E-12
  2.3934000        0.0000000       0.15575370E-12
  2.3936000        0.0000000       0.17331741E-12
  2.3938000        0.0000000       0.19282913E-12
  2.3940000        0.0000000       0.21450121E-12
  2.3942000        0.0000000       0.23856870E-12
  2.3944000        0.0000000       0.26529180E-12
  2.3946000        0.0000000       0.29495843E-12
  2.3948000        0.0000000       0.32788719E-12
  2.3950000        0.0000000       0.36443049E-12
  2.3952000        0.0000000       0.40497816E-12
  2.3954000        0.0000000       0.44996127E-12
  2.3956000        0.0000000       0.49985645E-12
  2.3958000        0.0000000       0.55519059E-12
  2.3960000        0.0000000       0.61654607E-12
  2.3962000        0.0000000       0.68456643E-12
  2.3964000        0.0000000       0.75996274E-12
  2.3966000        0.0000000       0.84352049E-12
  2.3968000        0.0000000       0.93610725E-12
  2.3970000        0.0000000       0.10386811E-11
  2.3972000        0.0000000       0.11522997E-11
  2.3974000        0.0000000       0.12781309E-11
  2.3976000        0.0000000       0.14174633E-11
  2.3978000        0.0000000       0.15717193E-11
  2.3980000        0.0000000       0.17424677E-11
  2.3982000        0.0000000       0.19314397E-11
  2.3984000        0.0000000       0.21405442E-11
  2.3986000        0.0000000       0.23718864E-11
  2.3988000        0.0000000       0.26277872E-11
  2.3990000        0.0000000       0.29108052E-11
  2.3992000        0.0000000       0.32237602E-11
  2.3994000        0.0000000       0.35697593E-11
  2.3996000        0.0000000       0.39522262E-11
  2.3998000        0.0000000       0.43749317E-11
  2.4000000        0.0000000       0.48420291E-11
  2.4002000        0.0000000       0.53580917E-11
  2.4004000        0.0000000       0.59281547E-11
  2.4006000        0.0000000       0.65577605E-11
  2.4008000        0.0000000       0.72530089E-11
  2.4010000        0.0000000       0.80206118E-11
  2.4012000        0.0000000       0.88679538E-11
  2.4014000        0.0000000       0.98031575E-11
  2.4016000        0.0000000       0.10835156E-10
  2.4018000        0.0000000       0.11973772E-10
  2.4020000        0.0000000       0.13229806E-10
  2.4022000        0.0000000       0.14615126E-10
  2.4024000        0.0000000       0.16142778E-10
  2.4026000        0.0000000       0.17827098E-10
  2.4028000        0.0000000       0.19683832E-10
  2.4030000        0.0000000       0.21730278E-10
  2.4032000        0.0000000       0.23985432E-10
  2.4034000        0.0000000       0.26470153E-10
  2.4036000        0.0000000       0.29207338E-10
  2.4038000        0.0000000       0.32222123E-10
  2.4040000        0.0000000       0.35542089E-10
  2.4042000        0.0000000       0.39197502E-10
  2.4044000        0.0000000       0.43221563E-10
  2.4046000        0.0000000       0.47650688E-10
  2.4048000        0.0000000       0.52524813E-10
  2.4050000        0.0000000       0.57887726E-10
  2.4052000        0.0000000       0.63787429E-10
  2.4054000        0.0000000       0.70276535E-10
  2.4056000        0.0000000       0.77412700E-10
  2.4058000        0.0000000       0.85259097E-10
  2.4060000        0.0000000       0.93884928E-10
  2.4062000        0.0000000       0.10336599E-09
  2.4064000        0.0000000       0.11378528E-09
  2.4066000        0.0000000       0.12523367E-09
  2.4068000        0.0000000       0.13781066E-09
  2.4070000        0.0000000       0.15162511E-09
  2.4072000        0.0000000       0.16679617E-09
  2.4074000        0.0000000       0.18345420E-09
  2.4076000        0.0000000       0.20174179E-09
  2.4078000        0.0000000       0.22181491E-09
  2.4080000        0.0000000       0.24384408E-09
