# data from ifeffit
#------------------------
#   r         pdf       fit
  2.5470000       0.87319782E-61    16.684359
  2.5472000       0.62550343E-63    16.306789
  2.5474000       0.41294682E-65    15.935072
  2.5476000       0.25124993E-67    15.569197
  2.5478000       0.14088514E-69    15.209154
  2.5480000       0.72806772E-72    14.854927
  2.5482000       0.34675743E-74    14.506500
  2.5484000       0.15220438E-76    14.163852
  2.5486000       0.61570961E-79    13.826961
  2.5488000       0.22954725E-81    13.495804
  2.5490000       0.78870691E-84    13.170353
  2.5492000       0.24975063E-86    12.850579
  2.5494000       0.72886134E-89    12.536451
  2.5496000       0.19603365E-91    12.227936
  2.5498000       0.48591885E-94    11.924998
  2.5500000       0.11100543E-96    11.627601
  2.5502000       0.23370722E-99    11.335706
  2.5504000       0.45346879-102    11.049272
  2.5506000       0.81090517-105    10.768256
  2.5508000       0.13364113-107    10.492615
  2.5510000       0.20298202-110    10.222302
  2.5512000       0.28413347-113    9.9572714
  2.5514000       0.36655118-116    9.6974734
  2.5516000       0.43580704-119    9.4428586
  2.5518000       0.47753063-122    9.1933757
  2.5520000       0.48223156-125    8.9489724
  2.5522000       0.44880471-128    8.7095950
  2.5524000       0.38495200-131    8.4751888
  2.5526000       0.30430083-134    8.2456984
  2.5528000       0.22169050-137    8.0210669
  2.5530000       0.14884643-140    7.8012369
  2.5532000       0.92103714-144    7.5861501
  2.5534000       0.52524661-147    7.3757473
  2.5536000       0.27605573-150    7.1699687
  2.5538000       0.13371424-153    6.9687538
  2.5540000       0.59690599-157    6.7720417
  2.5542000       0.24557356-160    6.5797707
  2.5544000       0.93111789-164    6.3918787
  2.5546000       0.32536821-167    6.2083033
  2.5548000       0.10478351-170    6.0289817
  2.5550000       0.31099842-174    5.8538506
  2.5552000       0.85068898-178    5.6828467
  2.5554000       0.21445235-181    5.5159063
  2.5556000       0.49823956-185    5.3529656
  2.5558000       0.10668245-188    5.1939608
  2.5560000       0.21052088-192    5.0388277
  2.5562000       0.38286418-196    4.8875024
  2.5564000       0.64171425-200    4.7399209
  2.5566000       0.99125646-204    4.5960193
  2.5568000       0.14111649-207    4.4557336
  2.5570000       0.18514709-211    4.3190003
  2.5572000       0.22387386-215    4.1857557
  2.5574000       0.24948089-219    4.0559366
  2.5576000       0.25622328-223    3.9294800
  2.5578000       0.24251983-227    3.8063229
  2.5580000       0.21155502-231    3.6864030
  2.5582000       0.17007747-235    3.5696582
  2.5584000       0.12601366-239    3.4560267
  2.5586000       0.86047025-244    3.3454472
  2.5588000       0.54150377-248    3.2378587
  2.5590000       0.31406135-252    3.1332010
  2.5592000       0.16787070-256    3.0314140
  2.5594000       0.82695655-261    2.9324382
  2.5596000       0.37543769-265    2.8362149
  2.5598000       0.15708707-269    2.7426856
  2.5600000       0.60574579-274    2.6517926
  2.5602000       0.21527210-278    2.5634787
  2.5604000       0.70507041-283    2.4776874
  2.5606000       0.21282597-287    2.3943627
  2.5608000       0.59205784-292    2.3134494
  2.5610000       0.15179275-296    2.2348928
  2.5612000       0.35866197-301    2.1586391
  2.5614000       0.78102875-306    2.0846349
  2.5616000       0.15674586-310    2.0128277
  2.5618000       0.28991698-315    1.9431657
  2.5620000       0.56323484-320    1.8755978
  2.5622000        0.0000000        1.8100735
  2.5624000        0.0000000        1.7465433
  2.5626000        0.0000000        1.6849582
  2.5628000        0.0000000        1.6252701
  2.5630000        0.0000000        1.5674315
  2.5632000        0.0000000        1.5113959
  2.5634000        0.0000000        1.4571175
  2.5636000        0.0000000        1.4045510
  2.5638000        0.0000000        1.3536522
  2.5640000        0.0000000        1.3043775
  2.5642000        0.0000000        1.2566842
  2.5644000        0.0000000        1.2105302
  2.5646000        0.0000000        1.1658743
  2.5648000        0.0000000        1.1226761
  2.5650000        0.0000000        1.0808959
  2.5652000        0.0000000        1.0404948
  2.5654000        0.0000000        1.0014345
  2.5656000        0.0000000       0.96367776
  2.5658000        0.0000000       0.92718791
  2.5660000        0.0000000       0.89192906
  2.5662000        0.0000000       0.85786609
  2.5664000        0.0000000       0.82496463
  2.5666000        0.0000000       0.79319101
  2.5668000        0.0000000       0.76251234
  2.5670000        0.0000000       0.73289643
  2.5672000        0.0000000       0.70431180
  2.5674000        0.0000000       0.67672771
  2.5676000        0.0000000       0.65011411
  2.5678000        0.0000000       0.62444164
  2.5680000        0.0000000       0.59968164
  2.5682000        0.0000000       0.57580613
  2.5684000        0.0000000       0.55278780
  2.5686000        0.0000000       0.53060001
  2.5688000        0.0000000       0.50921676
  2.5690000        0.0000000       0.48861271
  2.5692000        0.0000000       0.46876315
  2.5694000        0.0000000       0.44964400
  2.5696000        0.0000000       0.43123179
  2.5698000        0.0000000       0.41350368
  2.5700000        0.0000000       0.39643740
  2.5702000        0.0000000       0.38001129
  2.5704000        0.0000000       0.36420425
  2.5706000        0.0000000       0.34899576
  2.5708000        0.0000000       0.33436586
  2.5710000        0.0000000       0.32029513
  2.5712000        0.0000000       0.30676470
  2.5714000        0.0000000       0.29375622
  2.5716000        0.0000000       0.28125184
  2.5718000        0.0000000       0.26923426
  2.5720000        0.0000000       0.25768665
  2.5722000        0.0000000       0.24659265
  2.5724000        0.0000000       0.23593642
  2.5726000        0.0000000       0.22570255
  2.5728000        0.0000000       0.21587611
  2.5730000        0.0000000       0.20644261
  2.5732000        0.0000000       0.19738799
  2.5734000        0.0000000       0.18869863
  2.5736000        0.0000000       0.18036132
  2.5738000        0.0000000       0.17236326
  2.5740000        0.0000000       0.16469205
  2.5742000        0.0000000       0.15733567
  2.5744000        0.0000000       0.15028249
  2.5746000        0.0000000       0.14352125
  2.5748000        0.0000000       0.13704105
  2.5750000        0.0000000       0.13083134
  2.5752000        0.0000000       0.12488190
  2.5754000        0.0000000       0.11918288
  2.5756000        0.0000000       0.11372472
  2.5758000        0.0000000       0.10849819
  2.5760000        0.0000000       0.10349438
  2.5762000        0.0000000       0.98704665E-01
  2.5764000        0.0000000       0.94120714E-01
  2.5766000        0.0000000       0.89734487E-01
  2.5768000        0.0000000       0.85538217E-01
  2.5770000        0.0000000       0.81524404E-01
  2.5772000        0.0000000       0.77685811E-01
  2.5774000        0.0000000       0.74015455E-01
  2.5776000        0.0000000       0.70506597E-01
  2.5778000        0.0000000       0.67152739E-01
  2.5780000        0.0000000       0.63947614E-01
  2.5782000        0.0000000       0.60885179E-01
  2.5784000        0.0000000       0.57959612E-01
  2.5786000        0.0000000       0.55165300E-01
  2.5788000        0.0000000       0.52496836E-01
  2.5790000        0.0000000       0.49949014E-01
  2.5792000        0.0000000       0.47516816E-01
  2.5794000        0.0000000       0.45195415E-01
  2.5796000        0.0000000       0.42980164E-01
  2.5798000        0.0000000       0.40866589E-01
  2.5800000        0.0000000       0.38850386E-01
  2.5802000        0.0000000       0.36927417E-01
  2.5804000        0.0000000       0.35093699E-01
  2.5806000        0.0000000       0.33345406E-01
  2.5808000        0.0000000       0.31678857E-01
  2.5810000        0.0000000       0.30090515E-01
  2.5812000        0.0000000       0.28576984E-01
  2.5814000        0.0000000       0.27134997E-01
  2.5816000        0.0000000       0.25761420E-01
  2.5818000        0.0000000       0.24453243E-01
  2.5820000        0.0000000       0.23207575E-01
  2.5822000        0.0000000       0.22021642E-01
  2.5824000        0.0000000       0.20892781E-01
  2.5826000        0.0000000       0.19818440E-01
  2.5828000        0.0000000       0.18796167E-01
  2.5830000        0.0000000       0.17823614E-01
  2.5832000        0.0000000       0.16898528E-01
  2.5834000        0.0000000       0.16018749E-01
  2.5836000        0.0000000       0.15182209E-01
  2.5838000        0.0000000       0.14386925E-01
  2.5840000        0.0000000       0.13630997E-01
  2.5842000        0.0000000       0.12912606E-01
  2.5844000        0.0000000       0.12230010E-01
  2.5846000        0.0000000       0.11581541E-01
  2.5848000        0.0000000       0.10965603E-01
  2.5850000        0.0000000       0.10380669E-01
  2.5852000        0.0000000       0.98252762E-02
  2.5854000        0.0000000       0.92980279E-02
  2.5856000        0.0000000       0.87975868E-02
  2.5858000        0.0000000       0.83226745E-02
  2.5860000        0.0000000       0.78720690E-02
  2.5862000        0.0000000       0.74446024E-02
  2.5864000        0.0000000       0.70391587E-02
  2.5866000        0.0000000       0.66546718E-02
  2.5868000        0.0000000       0.62901233E-02
  2.5870000        0.0000000       0.59445408E-02
  2.5872000        0.0000000       0.56169958E-02
  2.5874000        0.0000000       0.53066021E-02
  2.5876000        0.0000000       0.50125137E-02
  2.5878000        0.0000000       0.47339238E-02
  2.5880000        0.0000000       0.44700625E-02
  2.5882000        0.0000000       0.42201953E-02
  2.5884000        0.0000000       0.39836222E-02
  2.5886000        0.0000000       0.37596756E-02
  2.5888000        0.0000000       0.35477191E-02
  2.5890000        0.0000000       0.33471465E-02
  2.5892000        0.0000000       0.31573800E-02
  2.5894000        0.0000000       0.29778692E-02
  2.5896000        0.0000000       0.28080900E-02
  2.5898000        0.0000000       0.26475432E-02
  2.5900000        0.0000000       0.24957537E-02
  2.5902000        0.0000000       0.23522692E-02
  2.5904000        0.0000000       0.22166593E-02
  2.5906000        0.0000000       0.20885146E-02
  2.5908000        0.0000000       0.19674456E-02
  2.5910000        0.0000000       0.18530817E-02
  2.5912000        0.0000000       0.17450708E-02
  2.5914000        0.0000000       0.16430779E-02
  2.5916000        0.0000000       0.15467848E-02
  2.5918000        0.0000000       0.14558890E-02
  2.5920000        0.0000000       0.13701032E-02
  2.5922000        0.0000000       0.12891543E-02
  2.5924000        0.0000000       0.12127833E-02
  2.5926000        0.0000000       0.11407438E-02
  2.5928000        0.0000000       0.10728022E-02
  2.5930000        0.0000000       0.10087367E-02
  2.5932000        0.0000000       0.94833690E-03
  2.5934000        0.0000000       0.89140302E-03
  2.5936000        0.0000000       0.83774565E-03
  2.5938000        0.0000000       0.78718516E-03
  2.5940000        0.0000000       0.73955121E-03
  2.5942000        0.0000000       0.69468231E-03
  2.5944000        0.0000000       0.65242540E-03
  2.5946000        0.0000000       0.61263544E-03
  2.5948000        0.0000000       0.57517500E-03
  2.5950000        0.0000000       0.53991392E-03
  2.5952000        0.0000000       0.50672891E-03
  2.5954000        0.0000000       0.47550324E-03
  2.5956000        0.0000000       0.44612638E-03
  2.5958000        0.0000000       0.41849374E-03
  2.5960000        0.0000000       0.39250632E-03
  2.5962000        0.0000000       0.36807048E-03
  2.5964000        0.0000000       0.34509761E-03
  2.5966000        0.0000000       0.32350392E-03
  2.5968000        0.0000000       0.30321018E-03
  2.5970000        0.0000000       0.28414149E-03
  2.5972000        0.0000000       0.26622703E-03
  2.5974000        0.0000000       0.24939990E-03
  2.5976000        0.0000000       0.23359689E-03
  2.5978000        0.0000000       0.21875826E-03
  2.5980000        0.0000000       0.20482761E-03
  2.5982000        0.0000000       0.19175167E-03
  2.5984000        0.0000000       0.17948017E-03
  2.5986000        0.0000000       0.16796562E-03
  2.5988000        0.0000000       0.15716324E-03
  2.5990000        0.0000000       0.14703076E-03
  2.5992000        0.0000000       0.13752829E-03
  2.5994000        0.0000000       0.12861823E-03
  2.5996000        0.0000000       0.12026510E-03
  2.5998000        0.0000000       0.11243548E-03
  2.6000000        0.0000000       0.10509783E-03
  2.6002000        0.0000000       0.98222450E-04
  2.6004000        0.0000000       0.91781344E-04
  2.6006000        0.0000000       0.85748137E-04
  2.6008000        0.0000000       0.80097989E-04
  2.6010000        0.0000000       0.74807504E-04
  2.6012000        0.0000000       0.69854654E-04
  2.6014000        0.0000000       0.65218705E-04
  2.6016000        0.0000000       0.60880137E-04
  2.6018000        0.0000000       0.56820586E-04
  2.6020000        0.0000000       0.53022773E-04
  2.6022000        0.0000000       0.49470442E-04
  2.6024000        0.0000000       0.46148308E-04
  2.6026000        0.0000000       0.43041996E-04
  2.6028000        0.0000000       0.40137994E-04
  2.6030000        0.0000000       0.37423600E-04
  2.6032000        0.0000000       0.34886877E-04
  2.6034000        0.0000000       0.32516609E-04
  2.6036000        0.0000000       0.30302262E-04
  2.6038000        0.0000000       0.28233939E-04
  2.6040000        0.0000000       0.26302350E-04
  2.6042000        0.0000000       0.24498768E-04
  2.6044000        0.0000000       0.22815006E-04
  2.6046000        0.0000000       0.21243376E-04
  2.6048000        0.0000000       0.19776669E-04
  2.6050000        0.0000000       0.18408118E-04
  2.6052000        0.0000000       0.17131376E-04
  2.6054000        0.0000000       0.15940493E-04
  2.6056000        0.0000000       0.14829889E-04
  2.6058000        0.0000000       0.13794332E-04
  2.6060000        0.0000000       0.12828920E-04
  2.6062000        0.0000000       0.11929057E-04
  2.6064000        0.0000000       0.11090441E-04
  2.6066000        0.0000000       0.10309037E-04
  2.6068000        0.0000000       0.95810709E-05
  2.6070000        0.0000000       0.89030054E-05
  2.6072000        0.0000000       0.82715300E-05
  2.6074000        0.0000000       0.76835460E-05
  2.6076000        0.0000000       0.71361534E-05
  2.6078000        0.0000000       0.66266387E-05
  2.6080000        0.0000000       0.61524635E-05
  2.6082000        0.0000000       0.57112534E-05
  2.6084000        0.0000000       0.53007882E-05
  2.6086000        0.0000000       0.49189918E-05
  2.6088000        0.0000000       0.45639238E-05
  2.6090000        0.0000000       0.42337705E-05
  2.6092000        0.0000000       0.39268369E-05
  2.6094000        0.0000000       0.36415398E-05
  2.6096000        0.0000000       0.33763999E-05
  2.6098000        0.0000000       0.31300361E-05
  2.6100000        0.0000000       0.29011583E-05
  2.6102000        0.0000000       0.26885627E-05
  2.6104000        0.0000000       0.24911250E-05
  2.6106000        0.0000000       0.23077965E-05
  2.6108000        0.0000000       0.21375986E-05
  2.6110000        0.0000000       0.19796181E-05
  2.6112000        0.0000000       0.18330036E-05
  2.6114000        0.0000000       0.16969609E-05
  2.6116000        0.0000000       0.15707498E-05
  2.6118000        0.0000000       0.14536800E-05
  2.6120000        0.0000000       0.13451083E-05
  2.6122000        0.0000000       0.12444353E-05
  2.6124000        0.0000000       0.11511026E-05
  2.6126000        0.0000000       0.10645899E-05
  2.6128000        0.0000000       0.98441299E-06
  2.6130000        0.0000000       0.91012059E-06
  2.6132000        0.0000000       0.84129282E-06
  2.6134000        0.0000000       0.77753878E-06
  2.6136000        0.0000000       0.71849470E-06
  2.6138000        0.0000000       0.66382211E-06
  2.6140000        0.0000000       0.61320613E-06
  2.6142000        0.0000000       0.56635391E-06
  2.6144000        0.0000000       0.52299309E-06
  2.6146000        0.0000000       0.48287045E-06
  2.6148000        0.0000000       0.44575061E-06
  2.6150000        0.0000000       0.41141479E-06
  2.6152000        0.0000000       0.37965968E-06
  2.6154000        0.0000000       0.35029642E-06
  2.6156000        0.0000000       0.32314955E-06
  2.6158000        0.0000000       0.29805612E-06
  2.6160000        0.0000000       0.27486482E-06
  2.6162000        0.0000000       0.25343519E-06
  2.6164000        0.0000000       0.23363683E-06
  2.6166000        0.0000000       0.21534874E-06
  2.6168000        0.0000000       0.19845863E-06
  2.6170000        0.0000000       0.18286234E-06
  2.6172000        0.0000000       0.16846326E-06
  2.6174000        0.0000000       0.15517179E-06
  2.6176000        0.0000000       0.14290485E-06
  2.6178000        0.0000000       0.13158543E-06
  2.6180000        0.0000000       0.12114214E-06
  2.6182000        0.0000000       0.11150885E-06
  2.6184000        0.0000000       0.10262427E-06
  2.6186000        0.0000000       0.94431622E-07
  2.6188000        0.0000000       0.86878327E-07
  2.6190000        0.0000000       0.79915696E-07
  2.6192000        0.0000000       0.73498648E-07
  2.6194000        0.0000000       0.67585457E-07
  2.6196000        0.0000000       0.62137503E-07
  2.6198000        0.0000000       0.57119049E-07
  2.6200000        0.0000000       0.52497035E-07
  2.6202000        0.0000000       0.48240879E-07
  2.6204000        0.0000000       0.44322300E-07
  2.6206000        0.0000000       0.40715146E-07
  2.6208000        0.0000000       0.37395241E-07
  2.6210000        0.0000000       0.34340239E-07
  2.6212000        0.0000000       0.31529489E-07
  2.6214000        0.0000000       0.28943908E-07
  2.6216000        0.0000000       0.26565871E-07
  2.6218000        0.0000000       0.24379094E-07
  2.6220000        0.0000000       0.22368544E-07
  2.6222000        0.0000000       0.20520338E-07
  2.6224000        0.0000000       0.18821660E-07
  2.6226000        0.0000000       0.17260683E-07
  2.6228000        0.0000000       0.15826492E-07
  2.6230000        0.0000000       0.14509017E-07
  2.6232000        0.0000000       0.13298968E-07
  2.6234000        0.0000000       0.12187778E-07
  2.6236000        0.0000000       0.11167546E-07
  2.6238000        0.0000000       0.10230989E-07
  2.6240000        0.0000000       0.93713917E-08
  2.6242000        0.0000000       0.85825673E-08
  2.6244000        0.0000000       0.78588134E-08
  2.6246000        0.0000000       0.71948769E-08
  2.6248000        0.0000000       0.65859192E-08
  2.6250000        0.0000000       0.60274839E-08
  2.6252000        0.0000000       0.55154679E-08
  2.6254000        0.0000000       0.50460935E-08
  2.6256000        0.0000000       0.46158837E-08
  2.6258000        0.0000000       0.42216386E-08
  2.6260000        0.0000000       0.38604141E-08
  2.6262000        0.0000000       0.35295014E-08
  2.6264000        0.0000000       0.32264093E-08
  2.6266000        0.0000000       0.29488467E-08
  2.6268000        0.0000000       0.26947071E-08
  2.6270000        0.0000000       0.24620540E-08
  2.6272000        0.0000000       0.22491075E-08
  2.6274000        0.0000000       0.20542320E-08
  2.6276000        0.0000000       0.18759247E-08
  2.6278000        0.0000000       0.17128051E-08
  2.6280000        0.0000000       0.15636052E-08
  2.6282000        0.0000000       0.14271609E-08
  2.6284000        0.0000000       0.13024029E-08
  2.6286000        0.0000000       0.11883502E-08
  2.6288000        0.0000000       0.10841020E-08
  2.6290000        0.0000000       0.98883200E-09
  2.6292000        0.0000000       0.90178186E-09
  2.6294000        0.0000000       0.82225611E-09
  2.6296000        0.0000000       0.74961689E-09
  2.6298000        0.0000000       0.68327927E-09
  2.6300000        0.0000000       0.62270702E-09
  2.6302000        0.0000000       0.56740861E-09
  2.6304000        0.0000000       0.51693353E-09
  2.6306000        0.0000000       0.47086903E-09
  2.6308000        0.0000000       0.42883694E-09
  2.6310000        0.0000000       0.39049086E-09
  2.6312000        0.0000000       0.35551358E-09
  2.6314000        0.0000000       0.32361464E-09
  2.6316000        0.0000000       0.29452811E-09
  2.6318000        0.0000000       0.26801061E-09
  2.6320000        0.0000000       0.24383938E-09
  2.6322000        0.0000000       0.22181062E-09
  2.6324000        0.0000000       0.20173789E-09
  2.6326000        0.0000000       0.18345064E-09
  2.6328000        0.0000000       0.16679293E-09
  2.6330000        0.0000000       0.15162215E-09
  2.6332000        0.0000000       0.13780797E-09
  2.6334000        0.0000000       0.12523123E-09
  2.6336000        0.0000000       0.11378305E-09
  2.6338000        0.0000000       0.10336396E-09
  2.6340000        0.0000000       0.93883083E-10
  2.6342000        0.0000000       0.85257419E-10
  2.6344000        0.0000000       0.77411174E-10
  2.6346000        0.0000000       0.70275147E-10
  2.6348000        0.0000000       0.63786167E-10
  2.6350000        0.0000000       0.57886579E-10
  2.6352000        0.0000000       0.52523770E-10
  2.6354000        0.0000000       0.47649740E-10
  2.6356000        0.0000000       0.43220702E-10
  2.6358000        0.0000000       0.39196720E-10
  2.6360000        0.0000000       0.35541379E-10
  2.6362000        0.0000000       0.32221478E-10
  2.6364000        0.0000000       0.29206753E-10
  2.6366000        0.0000000       0.26469621E-10
  2.6368000        0.0000000       0.23984949E-10
  2.6370000        0.0000000       0.21729840E-10
  2.6372000        0.0000000       0.19683434E-10
  2.6374000        0.0000000       0.17826737E-10
  2.6376000        0.0000000       0.16142451E-10
  2.6378000        0.0000000       0.14614829E-10
  2.6380000        0.0000000       0.13229537E-10
  2.6382000        0.0000000       0.11973529E-10
  2.6384000        0.0000000       0.10834935E-10
  2.6386000        0.0000000       0.98029571E-11
  2.6388000        0.0000000       0.88677723E-11
  2.6390000        0.0000000       0.80204473E-11
  2.6392000        0.0000000       0.72528599E-11
  2.6394000        0.0000000       0.65576256E-11
  2.6396000        0.0000000       0.59280326E-11
  2.6398000        0.0000000       0.53579811E-11
  2.6400000        0.0000000       0.48419289E-11
  2.6402000        0.0000000       0.43748410E-11
  2.6404000        0.0000000       0.39521442E-11
  2.6406000        0.0000000       0.35696852E-11
  2.6408000        0.0000000       0.32236931E-11
  2.6410000        0.0000000       0.29107445E-11
  2.6412000        0.0000000       0.26277323E-11
  2.6414000        0.0000000       0.23718368E-11
  2.6416000        0.0000000       0.21404994E-11
  2.6418000        0.0000000       0.19313992E-11
  2.6420000        0.0000000       0.17424311E-11
  2.6422000        0.0000000       0.15716862E-11
  2.6424000        0.0000000       0.14174334E-11
  2.6426000        0.0000000       0.12781039E-11
  2.6428000        0.0000000       0.11522753E-11
  2.6430000        0.0000000       0.10386590E-11
  2.6432000        0.0000000       0.93608738E-12
  2.6434000        0.0000000       0.84350256E-12
  2.6436000        0.0000000       0.75994656E-12
  2.6438000        0.0000000       0.68455183E-12
  2.6440000        0.0000000       0.61653289E-12
  2.6442000        0.0000000       0.55517871E-12
  2.6444000        0.0000000       0.49984573E-12
  2.6446000        0.0000000       0.44995161E-12
  2.6448000        0.0000000       0.40496945E-12
  2.6450000        0.0000000       0.36442264E-12
  2.6452000        0.0000000       0.32788011E-12
  2.6454000        0.0000000       0.29495206E-12
  2.6456000        0.0000000       0.26528606E-12
  2.6458000        0.0000000       0.23856353E-12
  2.6460000        0.0000000       0.21449655E-12
  2.6462000        0.0000000       0.19282494E-12
  2.6464000        0.0000000       0.17331364E-12
  2.6466000        0.0000000       0.15575030E-12
  2.6468000        0.0000000       0.13994317E-12
  2.6470000        0.0000000       0.12571906E-12
  2.6472000        0.0000000       0.11292164E-12
  2.6474000        0.0000000       0.10140979E-12
  2.6476000        0.0000000       0.91056138E-13
  2.6478000        0.0000000       0.81745753E-13
  2.6480000        0.0000000       0.73374947E-13
  2.6482000        0.0000000       0.65850191E-13
  2.6484000        0.0000000       0.59087132E-13
  2.6486000        0.0000000       0.53009708E-13
  2.6488000        0.0000000       0.47549347E-13
  2.6490000        0.0000000       0.42644235E-13
  2.6492000        0.0000000       0.38238666E-13
  2.6494000        0.0000000       0.34282444E-13
  2.6496000        0.0000000       0.30730346E-13
  2.6498000        0.0000000       0.27541638E-13
  2.6500000        0.0000000       0.24679634E-13
  2.6502000        0.0000000       0.22111301E-13
  2.6504000        0.0000000       0.19806900E-13
  2.6506000        0.0000000       0.17739663E-13
  2.6508000        0.0000000       0.15885498E-13
  2.6510000        0.0000000       0.14222730E-13
  2.6512000        0.0000000       0.12731856E-13
  2.6514000        0.0000000       0.11395335E-13
  2.6516000        0.0000000       0.10197392E-13
  2.6518000        0.0000000       0.91238421E-14
  2.6520000        0.0000000       0.81619335E-14
  2.6522000        0.0000000       0.73002036E-14
  2.6524000        0.0000000       0.65283515E-14
  2.6526000        0.0000000       0.58371213E-14
  2.6528000        0.0000000       0.52181979E-14
  2.6530000        0.0000000       0.46641124E-14
  2.6532000        0.0000000       0.41681573E-14
  2.6534000        0.0000000       0.37243100E-14
  2.6536000        0.0000000       0.33271638E-14
  2.6538000        0.0000000       0.29718657E-14
  2.6540000        0.0000000       0.26540605E-14
  2.6542000        0.0000000       0.23698403E-14
  2.6544000        0.0000000       0.21156995E-14
  2.6546000        0.0000000       0.18884936E-14
  2.6548000        0.0000000       0.16854027E-14
  2.6550000        0.0000000       0.15038983E-14
  2.6552000        0.0000000       0.13417139E-14
  2.6554000        0.0000000       0.11968177E-14
  2.6556000        0.0000000       0.10673889E-14
  2.6558000        0.0000000       0.95179634E-15
  2.6560000        0.0000000       0.84857846E-15
  2.6562000        0.0000000       0.75642629E-15
  2.6564000        0.0000000       0.67416757E-15
  2.6566000        0.0000000       0.60075270E-15
  2.6568000        0.0000000       0.53524207E-15
  2.6570000        0.0000000       0.47679466E-15
  2.6572000        0.0000000       0.42465786E-15
  2.6574000        0.0000000       0.37815825E-15
  2.6576000        0.0000000       0.33669342E-15
  2.6578000        0.0000000       0.29972454E-15
  2.6580000        0.0000000       0.26676978E-15
  2.6582000        0.0000000       0.23739828E-15
  2.6584000        0.0000000       0.21122492E-15
  2.6586000        0.0000000       0.18790545E-15
  2.6588000        0.0000000       0.16713224E-15
  2.6590000        0.0000000       0.14863042E-15
  2.6592000        0.0000000       0.13215446E-15
  2.6594000        0.0000000       0.11748505E-15
  2.6596000        0.0000000       0.10442632E-15
  2.6598000        0.0000000       0.92803426E-16
  2.6600000        0.0000000       0.82460254E-16
  2.6602000        0.0000000       0.73257477E-16
  2.6604000        0.0000000       0.65070761E-16
  2.6606000        0.0000000       0.57789169E-16
  2.6608000        0.0000000       0.51313737E-16
  2.6610000        0.0000000       0.45556198E-16
  2.6612000        0.0000000       0.40437839E-16
  2.6614000        0.0000000       0.35888478E-16
  2.6616000        0.0000000       0.31845551E-16
  2.6618000        0.0000000       0.28253297E-16
  2.6620000        0.0000000       0.25062024E-16
  2.6622000        0.0000000       0.22227457E-16
  2.6624000        0.0000000       0.19710155E-16
  2.6626000        0.0000000       0.17474990E-16
  2.6628000        0.0000000       0.15490680E-16
  2.6630000        0.0000000       0.13729371E-16
  2.6632000        0.0000000       0.12166270E-16
  2.6634000        0.0000000       0.10779309E-16
  2.6636000        0.0000000       0.95488479E-17
  2.6638000        0.0000000       0.84574159E-17
  2.6640000        0.0000000       0.74894691E-17
  2.6642000        0.0000000       0.66311829E-17
  2.6644000        0.0000000       0.58702638E-17
  2.6646000        0.0000000       0.51957814E-17
  2.6648000        0.0000000       0.45980189E-17
  2.6650000        0.0000000       0.40683402E-17
  2.6652000        0.0000000       0.35990710E-17
  2.6654000        0.0000000       0.31833926E-17
  2.6656000        0.0000000       0.28152477E-17
  2.6658000        0.0000000       0.24892566E-17
  2.6660000        0.0000000       0.22006418E-17
  2.6662000        0.0000000       0.19451615E-17
  2.6664000        0.0000000       0.17190505E-17
  2.6666000        0.0000000       0.15189666E-17
  2.6668000        0.0000000       0.13419441E-17
  2.6670000        0.0000000       0.11853519E-17
  2.6672000        0.0000000       0.10468556E-17
  2.6674000        0.0000000       0.92438506E-18
  2.6676000        0.0000000       0.81610432E-18
  2.6678000        0.0000000       0.72038568E-18
  2.6680000        0.0000000       0.63578620E-18
  2.6682000        0.0000000       0.56102700E-18
  2.6684000        0.0000000       0.49497477E-18
  2.6686000        0.0000000       0.43662540E-18
  2.6688000        0.0000000       0.38508939E-18
  2.6690000        0.0000000       0.33957895E-18
  2.6692000        0.0000000       0.29939641E-18
  2.6694000        0.0000000       0.26392411E-18
  2.6696000        0.0000000       0.23261524E-18
  2.6698000        0.0000000       0.20498586E-18
  2.6700000        0.0000000       0.18060771E-18
  2.6702000        0.0000000       0.15910187E-18
  2.6704000        0.0000000       0.14013316E-18
  2.6706000        0.0000000       0.12340512E-18
  2.6708000        0.0000000       0.10865560E-18
  2.6710000        0.0000000       0.95652791E-19
  2.6712000        0.0000000       0.84191805E-19
  2.6714000        0.0000000       0.74091542E-19
  2.6716000        0.0000000       0.65191966E-19
  2.6718000        0.0000000       0.57351682E-19
  2.6720000        0.0000000       0.50445784E-19
  2.6722000        0.0000000       0.44363952E-19
  2.6724000        0.0000000       0.39008765E-19
  2.6726000        0.0000000       0.34294212E-19
  2.6728000        0.0000000       0.30144360E-19
  2.6730000        0.0000000       0.26492196E-19
  2.6732000        0.0000000       0.23278580E-19
  2.6734000        0.0000000       0.20451334E-19
  2.6736000        0.0000000       0.17964429E-19
  2.6738000        0.0000000       0.15777269E-19
  2.6740000        0.0000000       0.13854055E-19
  2.6742000        0.0000000       0.12163221E-19
  2.6744000        0.0000000       0.10676943E-19
  2.6746000        0.0000000       0.93706966E-20
  2.6748000        0.0000000       0.82228709E-20
  2.6750000        0.0000000       0.72144246E-20
  2.6752000        0.0000000       0.63285842E-20
  2.6754000        0.0000000       0.55505761E-20
  2.6756000        0.0000000       0.48673905E-20
  2.6758000        0.0000000       0.42675729E-20
  2.6760000        0.0000000       0.37410400E-20
  2.6762000        0.0000000       0.32789167E-20
  2.6764000        0.0000000       0.28733932E-20
