# SF6                                                            Feff 8.20   
# POT  SCF  30  4.0000   1, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=16 Rmt= 0.922 Rnm= 1.076 K  shell
# Pot 1 Z= 9 Rmt= 0.798 Rnm= 0.971
# Gam_ch=5.057E-01 H-L exch Vi= 0.000E+00 Vr=-2.000E+00
# Mu= 1.233E+00 kf=2.733E+00 Vint=-1.698E+01 Rs_int= 1.327
# FMS rfms= 4.0000
# PATH  Rmax= 0.100,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           9.0045E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    2575.512    108.245   5.250  1.04689E+00  1.08324E+00 -3.63516E-02
    2578.331    111.064   5.320  1.03631E+00  1.08273E+00 -4.64166E-02
    2581.187    113.921   5.390  1.02899E+00  1.08166E+00 -5.26727E-02
    2584.081    116.815   5.460  1.02483E+00  1.08004E+00 -5.52155E-02
    2587.012    119.746   5.530  1.02325E+00  1.07786E+00 -5.46153E-02
    2589.980    122.714   5.600  1.02341E+00  1.07515E+00 -5.17437E-02
    2592.986    125.720   5.670  1.02439E+00  1.07190E+00 -4.75167E-02
    2596.029    128.763   5.740  1.02553E+00  1.06817E+00 -4.26411E-02
    2599.109    131.843   5.810  1.02650E+00  1.06397E+00 -3.74663E-02
    2602.227    134.961   5.880  1.02722E+00  1.05931E+00 -3.20911E-02
    2605.382    138.116   5.950  1.02763E+00  1.05425E+00 -2.66214E-02
    2608.574    141.308   6.020  1.02766E+00  1.04881E+00 -2.11489E-02
    2611.804    144.538   6.090  1.02725E+00  1.04305E+00 -1.58063E-02
    2615.071    147.805   6.160  1.02623E+00  1.03699E+00 -1.07575E-02
    2618.375    151.109   6.230  1.02453E+00  1.03068E+00 -6.14665E-03
    2621.717    154.451   6.300  1.02205E+00  1.02416E+00 -2.10855E-03
